treeID,height,ch_area,live,species,x,y,b_mean,g_mean,r_mean,re_mean,nir_mean,ndvi_mean,rgi_mean,cire_mean,cig_mean,ndre_mean,crs
eldo_3k_2_9422,28.245,24.657926422733,0,NA,715642.625,4268386,0.031046547856794237,0.04723607194752706,0.04954416690721126,0.09186119990956722,0.15822960961238278,0.516777867828331,1.0630208199123892,0.7331648534732088,2.3750542832476564,0.29413599604851326,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_6718,30.763,24.15557860478293,0,NA,715702,4268378,0.028465868728696952,0.035514582265812326,0.04164458313310633,0.05976875272363437,0.10952314408631783,0.45443995074679716,1.1707838519090137,0.8819979262051836,2.229315387512891,0.18453937865624137,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_8151,29.37,30.336907241726294,0,NA,715709.313,4268370,0.028765053825577255,0.039495005607268006,0.043411941939171264,0.07159416005305867,0.12616390677974212,0.49064875425565657,1.0892253948834738,0.8128632745244345,2.3686538721124286,0.2558105071500573,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_18843,20.566,1.736775687182671,1,pipo,715759.875,4268365.5,0.02538069864962926,0.04666957975942877,0.03466123579863758,0.0918168009490655,0.17308017693239927,0.6465979210625108,0.7845262598518418,0.9061840361227317,2.7080444694989767,0.4282648011464966,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_7116,30.373,31.277277850429527,1,pipo,715664.25,4268364.5,0.023880078863724338,0.04695589231784896,0.03371176619795046,0.10343057352935998,0.20549731582053254,0.7073861813149711,0.7470830582449651,1.0027381766686212,3.401256808861967,0.49430886139628183,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_9744,27.965,25.26441952015739,1,pipo,715673.813,4268366,0.024807153872505632,0.04516395032840828,0.03629777276970718,0.09616646208572163,0.1918520619467101,0.6696058306469047,0.8237143374633412,1.0260841287754825,3.3432238464113726,0.4466008223791128,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_5117,32.51,18.289748903829604,0,pipo,715766.5,4268363,0.03535119956938597,0.041282321115478665,0.052988559697646404,0.06577843192809772,0.10483335030789745,0.3479109293950766,1.2829210451492234,0.6715951646129776,1.7213935820535569,0.11611194418108951,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_20026,19.531,5.433933102889569,0,NA,715753.75,4268357.5,0.03910681100849626,0.050101812459108386,0.0706873887525291,0.08837341821202538,0.13144030232944193,0.3063484195429597,1.4054749622071887,0.5054645412136772,1.6552694200215836,0.11357439037652232,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_11753,26.249,5.942407112685032,0,pipo,715760.25,4268358,0.04255973154984576,0.05450821819573918,0.06811978715838109,0.09506130861493271,0.1448403162760631,0.3630040073350348,1.2466335749233908,0.5377348347025495,1.7012207305576965,0.1676622195931099,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_23199,16.344,31.748994704670622,1,cade,715631.5,4268359.5,0.016151976284050896,0.04820022078902566,0.02108612984614453,0.1130302847601893,0.2442380751656368,0.8454746194028897,0.45452804235700106,1.3139581239046236,4.629604837588068,0.6829034501443086,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
