tree,tree_id,forest,elev,plot,site,rep,plot_id,species,azm,dbh_in,live,year_dead,year_fall,wpb,dbh,height,dist,forest_code,elev_code
eldo_3k_1_1_2457,2457,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PILA,10,6.1,1,NA,NA,NA,15.494,11.2776,7.437119999999998,eldo,3k
eldo_3k_1_1_2458,2458,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,55,21.5,0,2016,NA,1,54.61,33.8328,7.0104,eldo,3k
eldo_3k_1_1_2459,2459,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,58,17.6,0,2016,NA,1,44.70400000000001,33.8328,6.156959999999999,eldo,3k
eldo_3k_1_1_2460,2460,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,84,17.9,0,2016,NA,1,45.465999999999994,31.6992,3.3223200000000004,eldo,3k
eldo_3k_1_1_2461,2461,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PILA,122,18.1,1,NA,NA,NA,45.974000000000004,30.7848,9.17448,eldo,3k
eldo_3k_1_1_2462,2462,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,140,20.6,0,2016,NA,1,52.324000000000005,34.7472,7.955280000000001,eldo,3k
eldo_3k_1_1_2463,2463,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,145,12.6,0,2016,NA,1,32.004,17.3736,8.503919999999999,eldo,3k
eldo_3k_1_1_2464,2464,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PILA,181,2.9,1,NA,NA,NA,7.366,4.2672,4.968240000000001,eldo,3k
eldo_3k_1_1_2465,2465,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,191,14.7,0,2016,NA,1,37.338,25.2984,5.425440000000001,eldo,3k
eldo_3k_1_1_2466,2466,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PSME,195,2.7,1,NA,NA,NA,6.8580000000000005,7.3152,11.24712,eldo,3k
eldo_3k_1_1_2467,2467,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,CADE,221,3.8,1,NA,NA,NA,9.652,4.8768,6.949440000000001,eldo,3k
eldo_3k_1_1_2468,2468,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,223,27.2,0,2016,NA,1,69.088,35.3568,8.32104,eldo,3k
eldo_3k_1_1_2469,2469,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,228,18.8,0,2016,NA,1,47.752,32.9184,6.096,eldo,3k
eldo_3k_1_1_2470,2470,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,CADE,288,5.5,1,NA,NA,NA,13.97,6.4008,8.9916,eldo,3k
eldo_3k_1_1_2471,2471,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PSME,310,5,1,NA,NA,NA,12.7,10.363199999999999,9.784080000000001,eldo,3k
eldo_3k_1_1_2472,2472,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PIPO,320,19.3,0,2016,NA,1,49.022000000000006,30.48,4.75488,eldo,3k
eldo_3k_1_1_2473,2473,eldorado,3000,eldo_3k_1_1,eldo_3k_1,1,1,PILA,349,10.4,1,NA,NA,NA,26.416,16.1544,10.75944,eldo,3k
eldo_3k_1_2_2474,2474,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PSME,8,4.3,1,NA,NA,NA,10.921999999999999,7.62,8.0772,eldo,3k
eldo_3k_1_2_2475,2475,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,19,19,0,2016,NA,1,48.26,31.6992,2.9260799999999993,eldo,3k
eldo_3k_1_2_2476,2476,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PSME,36,2.9,1,NA,NA,NA,7.366,5.7912,7.0104,eldo,3k
eldo_3k_1_2_2477,2477,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,105,9.2,1,NA,NA,NA,23.368,17.9832,7.1628,eldo,3k
eldo_3k_1_2_2478,2478,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,108,3.6,0,2014,2018,0,9.144,8.5344,8.74776,eldo,3k
eldo_3k_1_2_2479,2479,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,134,5.4,0,2014,NA,1,13.716000000000001,13.1064,8.65632,eldo,3k
eldo_3k_1_2_2480,2480,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PILA,158,10,1,NA,NA,NA,25.4,19.2024,5.30352,eldo,3k
eldo_3k_1_2_2481,2481,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PSME,164,3.2,1,NA,NA,NA,8.128,7.0104,8.74776,eldo,3k
eldo_3k_1_2_2482,2482,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,229,22.2,0,2016,NA,1,56.388,35.3568,10.45464,eldo,3k
eldo_3k_1_2_2483,2483,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,234,13.8,0,2016,NA,1,35.052,25.6032,6.27888,eldo,3k
eldo_3k_1_2_2484,2484,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,CADE,305,5.1,1,NA,NA,NA,12.953999999999999,6.7056000000000004,10.14984,eldo,3k
eldo_3k_1_2_2485,2485,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PIPO,330,28.9,0,2016,NA,1,73.40599999999999,37.7952,7.650480000000001,eldo,3k
eldo_3k_1_2_2487,2487,eldorado,3000,eldo_3k_1_2,eldo_3k_1,1,2,PSME,357,4.6,1,NA,NA,NA,11.684,8.8392,10.75944,eldo,3k
eldo_3k_1_3_2879,2879,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,37,18.9,0,2015,NA,1,48.006,27.7368,8.90016,eldo,3k
eldo_3k_1_3_2880,2880,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,77,14.1,0,2016,NA,1,35.814,25.908,3.718559999999999,eldo,3k
eldo_3k_1_3_2881,2881,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,86,13,0,2015,NA,1,33.02,26.2128,7.345680000000001,eldo,3k
eldo_3k_1_3_2882,2882,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,101,10.3,0,2016,NA,1,26.162000000000003,21.0312,8.382,eldo,3k
eldo_3k_1_3_2883,2883,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,117,10.7,0,2015,NA,1,27.177999999999997,22.86,5.69976,eldo,3k
eldo_3k_1_3_2884,2884,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,127,9.3,0,2015,NA,1,23.622000000000003,17.9832,9.784080000000001,eldo,3k
eldo_3k_1_3_2885,2885,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,132,13.9,0,2015,NA,1,35.306000000000004,21.6408,3.413759999999999,eldo,3k
eldo_3k_1_3_2886,2886,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,166,8.7,1,NA,NA,NA,22.098,15.8496,9.54024,eldo,3k
eldo_3k_1_3_2887,2887,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,192,17.7,0,2015,NA,1,44.958,27.127200000000002,7.437119999999998,eldo,3k
eldo_3k_1_3_2888,2888,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,242,18.4,0,2015,NA,1,46.736,28.3464,11.2776,eldo,3k
eldo_3k_1_3_2889,2889,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,272,11.5,0,2016,2018,1,29.21,22.2504,4.69392,eldo,3k
eldo_3k_1_3_2890,2890,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,282,13.2,0,2016,NA,1,33.528,23.4696,7.62,eldo,3k
eldo_3k_1_3_2891,2891,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,295,6.4,1,NA,NA,NA,16.256,13.716,9.02208,eldo,3k
eldo_3k_1_3_2892,2892,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,306,7.9,1,NA,NA,NA,20.066000000000003,20.1168,9.72312,eldo,3k
eldo_3k_1_3_2893,2893,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,CADE,307,3.9,1,NA,NA,NA,9.906,6.7056000000000004,10.0584,eldo,3k
eldo_3k_1_3_2894,2894,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,336,12.6,0,2015,NA,1,32.004,22.86,8.59536,eldo,3k
eldo_3k_1_3_2895,2895,eldorado,3000,eldo_3k_1_3,eldo_3k_1,1,3,PIPO,342,13.1,0,2015,2018,1,33.274,22.2504,6.43128,eldo,3k
eldo_3k_1_4_2896,2896,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,10,8.9,0,2015,NA,1,22.606,13.411200000000001,3.6576,eldo,3k
eldo_3k_1_4_2897,2897,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PILA,31,9.2,1,NA,NA,NA,23.368,20.1168,10.393680000000002,eldo,3k
eldo_3k_1_4_2898,2898,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,40,8.2,0,2015,NA,1,20.828,21.336,10.119360000000002,eldo,3k
eldo_3k_1_4_2899,2899,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,41,15.4,0,2016,NA,1,39.116,30.1752,9.17448,eldo,3k
eldo_3k_1_4_2900,2900,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,ARME,53,3.3,1,NA,NA,NA,8.382,5.7912,11.308080000000002,eldo,3k
eldo_3k_1_4_2902,2902,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,64,12,0,2016,NA,1,30.48,18.288,10.45464,eldo,3k
eldo_3k_1_4_2901,2901,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,100,15.1,0,2015,NA,1,38.354,20.4216,8.65632,eldo,3k
eldo_3k_1_4_2903,2903,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,116,19.4,0,2015,NA,1,49.275999999999996,28.6512,8.717280000000002,eldo,3k
eldo_3k_1_4_2904,2904,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,167,5.2,1,NA,NA,NA,13.208,11.2776,9.84504,eldo,3k
eldo_3k_1_4_2905,2905,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,171,7.7,0,2016,NA,0,19.558,12.8016,6.12648,eldo,3k
eldo_3k_1_4_2906,2906,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,172,7.6,1,NA,NA,NA,19.304,9.4488,2.1031200000000005,eldo,3k
eldo_3k_1_4_2907,2907,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,188,5.7,1,NA,NA,NA,14.478000000000002,7.9248,11.003280000000002,eldo,3k
eldo_3k_1_4_2908,2908,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,208,14.9,0,2016,NA,1,37.846000000000004,23.7744,10.850880000000002,eldo,3k
eldo_3k_1_4_2909,2909,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,219,8.3,0,2016,NA,1,21.082,13.411200000000001,10.63752,eldo,3k
eldo_3k_1_4_2910,2910,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,280,7.3,1,NA,NA,NA,18.541999999999998,10.9728,5.4864,eldo,3k
eldo_3k_1_4_2911,2911,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,297,11.8,0,2014,NA,1,29.972,18.288,3.3223200000000004,eldo,3k
eldo_3k_1_4_2912,2912,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,301,7.2,1,NA,NA,NA,18.288,9.7536,8.5344,eldo,3k
eldo_3k_1_4_2913,2913,eldorado,3000,eldo_3k_1_4,eldo_3k_1,1,4,PIPO,349,4.3,1,NA,NA,NA,10.921999999999999,6.7056000000000004,7.5895199999999985,eldo,3k
eldo_3k_1_5_2914,2914,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,37,7.4,1,NA,NA,NA,18.796000000000003,17.6784,10.393680000000002,eldo,3k
eldo_3k_1_5_2915,2915,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,39,10.5,0,2015,NA,1,26.67,22.5552,3.5966400000000003,eldo,3k
eldo_3k_1_5_2916,2916,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,40,9.6,0,2015,NA,1,24.384,21.9456,6.12648,eldo,3k
eldo_3k_1_5_2917,2917,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,62,12.9,0,2015,NA,1,32.766,21.9456,7.193280000000001,eldo,3k
eldo_3k_1_5_2918,2918,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,67,9.1,0,2015,NA,1,23.114,17.0688,4.63296,eldo,3k
eldo_3k_1_5_2919,2919,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,119,17.4,0,2016,NA,1,44.196,24.384,4.54152,eldo,3k
eldo_3k_1_5_2920,2920,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,158,12.3,0,2015,NA,1,31.242,22.2504,4.48056,eldo,3k
eldo_3k_1_5_2921,2921,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,170,10.4,0,2015,NA,1,26.416,21.0312,8.01624,eldo,3k
eldo_3k_1_5_2922,2922,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,173,7.8,1,NA,NA,NA,19.812,17.6784,10.14984,eldo,3k
eldo_3k_1_5_2923,2923,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,189,7.1,1,NA,NA,NA,18.034,15.5448,5.30352,eldo,3k
eldo_3k_1_5_2924,2924,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,205,4.3,0,2017,NA,0,10.921999999999999,11.2776,9.814560000000002,eldo,3k
eldo_3k_1_5_2925,2925,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,224,7.8,0,2014,NA,1,19.812,20.4216,5.60832,eldo,3k
eldo_3k_1_5_2926,2926,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,235,10.5,0,2016,NA,1,26.67,17.3736,8.96112,eldo,3k
eldo_3k_1_5_2927,2927,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,243,5.6,1,NA,NA,NA,14.223999999999998,16.4592,3.6271200000000006,eldo,3k
eldo_3k_1_5_2928,2928,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,334,8.5,0,2015,NA,1,21.59,14.0208,7.406640000000001,eldo,3k
eldo_3k_1_5_2929,2929,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,335,8.2,1,NA,NA,NA,20.828,17.6784,2.77368,eldo,3k
eldo_3k_1_5_2930,2930,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,340,11.7,0,2016,NA,1,29.718,21.336,8.564880000000002,eldo,3k
eldo_3k_1_5_2931,2931,eldorado,3000,eldo_3k_1_5,eldo_3k_1,1,5,PIPO,351,9.4,0,2016,NA,1,23.876,18.288,7.3152,eldo,3k
eldo_3k_2_1_2811,2811,eldorado,3000,eldo_3k_2_1,eldo_3k_2,2,1,PIPO,47,29.3,0,2016,NA,1,74.422,38.1,9.50976,eldo,3k
eldo_3k_2_1_2812,2812,eldorado,3000,eldo_3k_2_1,eldo_3k_2,2,1,PIPO,71,24,0,2016,NA,1,60.96,26.822400000000002,9.23544,eldo,3k
eldo_3k_2_1_2813,2813,eldorado,3000,eldo_3k_2_1,eldo_3k_2,2,1,PIPO,81,23.4,0,2016,NA,1,59.436,36.2712,3.7490400000000004,eldo,3k
eldo_3k_2_1_2814,2814,eldorado,3000,eldo_3k_2_1,eldo_3k_2,2,1,PIPO,194,24,1,NA,NA,NA,60.96,32.9184,9.4488,eldo,3k
eldo_3k_2_1_2815,2815,eldorado,3000,eldo_3k_2_1,eldo_3k_2,2,1,PIPO,214,24.9,1,NA,NA,NA,63.245999999999995,35.3568,10.119360000000002,eldo,3k
eldo_3k_2_1_2816,2816,eldorado,3000,eldo_3k_2_1,eldo_3k_2,2,1,PIPO,301,27.5,0,2016,NA,1,69.85,41.452799999999996,1.8288,eldo,3k
eldo_3k_2_2_2818,2818,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,79,23.5,0,2016,NA,1,59.69,31.3944,6.309359999999999,eldo,3k
eldo_3k_2_2_2819,2819,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,118,13.5,0,2016,NA,1,34.29,22.5552,5.577840000000001,eldo,3k
eldo_3k_2_2_2820,2820,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,146,23,1,NA,NA,NA,58.42,32.6136,11.186160000000003,eldo,3k
eldo_3k_2_2_2821,2821,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,197,13.6,1,NA,NA,NA,34.544,22.86,4.99872,eldo,3k
eldo_3k_2_2_2822,2822,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,258,7.9,0,2014,2018,1,20.066000000000003,5.7912,7.254240000000001,eldo,3k
eldo_3k_2_2_2817,2817,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,315,11.7,0,2015,NA,1,29.718,21.336,3.0784799999999994,eldo,3k
eldo_3k_2_2_2823,2823,eldorado,3000,eldo_3k_2_2,eldo_3k_2,2,2,PIPO,345,12.1,1,NA,NA,NA,30.733999999999998,10.363199999999999,7.254240000000001,eldo,3k
eldo_3k_2_3_2824,2824,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,9,16.1,0,2016,NA,0,40.894000000000005,28.0416,1.8897600000000003,eldo,3k
eldo_3k_2_3_2825,2825,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,38,29.7,0,2016,NA,1,75.438,46.024800000000006,9.7536,eldo,3k
eldo_3k_2_3_2826,2826,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,120,29.8,0,2015,NA,1,75.69200000000001,46.024800000000006,8.16864,eldo,3k
eldo_3k_2_3_2827,2827,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,178,27.6,0,2015,NA,1,70.104,37.1856,10.546080000000002,eldo,3k
eldo_3k_2_3_2828,2828,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,CADE,185,2.6,1,NA,NA,NA,6.604,3.048,5.9436,eldo,3k
eldo_3k_2_3_2829,2829,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,210,19.6,0,2016,2018,1,49.784000000000006,20.726399999999998,7.559040000000001,eldo,3k
eldo_3k_2_3_2830,2830,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,218,20.1,0,2015,NA,1,51.054,31.6992,4.60248,eldo,3k
eldo_3k_2_3_2831,2831,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,227,13.7,0,2016,NA,1,34.798,24.0792,5.45592,eldo,3k
eldo_3k_2_3_2832,2832,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,CADE,247,3.9,1,NA,NA,NA,9.906,4.2672,3.9624,eldo,3k
eldo_3k_2_3_2833,2833,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,307,16.9,0,2015,NA,1,42.925999999999995,18.8976,6.644640000000001,eldo,3k
eldo_3k_2_3_2834,2834,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,309,19.7,0,2015,2018,1,50.038,21.9456,7.559040000000001,eldo,3k
eldo_3k_2_3_2835,2835,eldorado,3000,eldo_3k_2_3,eldo_3k_2,2,3,PIPO,357,24.7,0,2015,NA,1,62.738,35.3568,9.26592,eldo,3k
eldo_3k_2_4_2836,2836,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,1,4.3,1,NA,NA,NA,10.921999999999999,5.7912,7.955280000000001,eldo,3k
eldo_3k_2_4_2837,2837,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,QUCH,8,4.3,1,NA,NA,NA,10.921999999999999,7.9248,4.84632,eldo,3k
eldo_3k_2_4_2838,2838,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,20,17.7,0,2014,NA,1,44.958,26.2128,7.802880000000001,eldo,3k
eldo_3k_2_4_2839,2839,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,47,3.1,1,NA,NA,NA,7.8740000000000006,5.4864,9.4488,eldo,3k
eldo_3k_2_4_2840,2840,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,50,4.7,1,NA,NA,NA,11.938,4.8768,3.81,eldo,3k
eldo_3k_2_4_2841,2841,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,60,18.6,0,2014,NA,1,47.24400000000001,26.5176,3.3832799999999996,eldo,3k
eldo_3k_2_4_2842,2842,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,60,23,0,2014,NA,1,58.42,31.3944,7.711440000000001,eldo,3k
eldo_3k_2_4_2843,2843,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,61,5.9,1,NA,NA,NA,14.986,6.4008,6.12648,eldo,3k
eldo_3k_2_4_2844,2844,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,61,3.3,1,NA,NA,NA,8.382,5.7912,9.38784,eldo,3k
eldo_3k_2_4_2845,2845,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,62,5.5,1,NA,NA,NA,13.97,7.62,10.363199999999999,eldo,3k
eldo_3k_2_4_2846,2846,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,71,18.7,0,2014,NA,1,47.498,27.127200000000002,9.4488,eldo,3k
eldo_3k_2_4_2847,2847,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,72,2.6,1,NA,NA,NA,6.604,6.4008,8.59536,eldo,3k
eldo_3k_2_4_2848,2848,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,78,2.7,1,NA,NA,NA,6.8580000000000005,3.9624,4.4196,eldo,3k
eldo_3k_2_4_2849,2849,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,89,12.8,0,2015,NA,1,32.512,22.2504,9.05256,eldo,3k
eldo_3k_2_4_2850,2850,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,90,2.5,1,NA,NA,NA,6.35,5.1815999999999995,8.59536,eldo,3k
eldo_3k_2_4_2851,2851,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,99,3.2,1,NA,NA,NA,8.128,6.4008,7.0408800000000005,eldo,3k
eldo_3k_2_4_2852,2852,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,110,10.4,0,2014,2017,1,26.416,12.4968,8.199119999999999,eldo,3k
eldo_3k_2_4_2853,2853,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,111,16.8,0,2015,NA,1,42.672000000000004,26.2128,5.1815999999999995,eldo,3k
eldo_3k_2_4_2854,2854,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,118,3.6,1,NA,NA,NA,9.144,5.4864,5.273040000000001,eldo,3k
eldo_3k_2_4_2855,2855,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,138,4.3,1,NA,NA,NA,10.921999999999999,9.4488,9.08304,eldo,3k
eldo_3k_2_4_2856,2856,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,150,4.9,1,NA,NA,NA,12.446000000000002,12.192,10.119360000000002,eldo,3k
eldo_3k_2_4_2857,2857,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,154,19.5,0,2016,NA,0,49.53,28.3464,9.20496,eldo,3k
eldo_3k_2_4_2858,2858,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,167,4.3,1,NA,NA,NA,10.921999999999999,7.9248,10.119360000000002,eldo,3k
eldo_3k_2_4_2859,2859,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,172,6.3,1,NA,NA,NA,16.002,9.7536,10.668,eldo,3k
eldo_3k_2_4_2860,2860,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,180,15.3,0,2016,NA,1,38.862,23.4696,6.12648,eldo,3k
eldo_3k_2_4_2861,2861,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,188,3.2,1,NA,NA,NA,8.128,5.7912,4.23672,eldo,3k
eldo_3k_2_4_2862,2862,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,208,16.6,1,NA,NA,NA,42.164,21.0312,4.51104,eldo,3k
eldo_3k_2_4_2863,2863,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,223,4.2,1,NA,NA,NA,10.668000000000001,7.9248,5.120640000000001,eldo,3k
eldo_3k_2_4_2864,2864,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PSME,229,4,1,NA,NA,NA,10.16,8.5344,5.120640000000001,eldo,3k
eldo_3k_2_4_2865,2865,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,238,13.5,1,NA,NA,NA,34.29,8.8392,5.0292,eldo,3k
eldo_3k_2_4_2866,2866,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,252,2.7,1,NA,NA,NA,6.8580000000000005,3.6576,5.24256,eldo,3k
eldo_3k_2_4_2867,2867,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,256,3.6,1,NA,NA,NA,9.144,5.1815999999999995,9.6012,eldo,3k
eldo_3k_2_4_2868,2868,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,PIPO,261,17.1,1,NA,NA,NA,43.434000000000005,21.6408,10.698480000000002,eldo,3k
eldo_3k_2_4_2869,2869,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,268,12.5,1,NA,NA,NA,31.75,10.668,11.003280000000002,eldo,3k
eldo_3k_2_4_2870,2870,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,289,3.4,1,NA,NA,NA,8.636,4.8768,11.1252,eldo,3k
eldo_3k_2_4_2871,2871,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,294,6.5,1,NA,NA,NA,16.51,9.4488,9.4488,eldo,3k
eldo_3k_2_4_2872,2872,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,296,3.7,1,NA,NA,NA,9.398000000000001,4.8768,10.424160000000002,eldo,3k
eldo_3k_2_4_2873,2873,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,296,2.6,1,NA,NA,NA,6.604,3.9624,4.69392,eldo,3k
eldo_3k_2_4_2874,2874,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,297,6,1,NA,NA,NA,15.24,9.144,10.728960000000002,eldo,3k
eldo_3k_2_4_2875,2875,eldorado,3000,eldo_3k_2_4,eldo_3k_2,2,4,CADE,297,3.9,1,NA,NA,NA,9.906,4.8768,9.326880000000001,eldo,3k
