tree,tree_id,forest,elev,plot,site,rep,plot_id,species,azm,dbh_in,live,year_dead,year_fall,wpb,dbh,height,dist,forest_code,elev_code
eldo_5k_1_2_193,193,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,CADE,35,3,1,NA,NA,NA,7.62,2.7432,3.7795200000000007,eldo,5k
eldo_5k_1_2_194,194,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,PIPO,86,28.9,0,2016,NA,1,73.40599999999999,36.8808,5.15112,eldo,5k
eldo_5k_1_2_195,195,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,CADE,95,5.9,1,NA,NA,NA,14.986,7.3152,9.11352,eldo,5k
eldo_5k_1_2_196,196,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,CADE,95,35.1,1,NA,NA,NA,89.15400000000001,29.2608,9.69264,eldo,5k
eldo_5k_1_2_197,197,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,CADE,141,8.1,1,NA,NA,NA,20.573999999999998,8.2296,9.479280000000001,eldo,5k
eldo_5k_1_2_198,198,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,CADE,238,7.5,1,NA,NA,NA,19.05,8.5344,10.088880000000001,eldo,5k
eldo_5k_1_2_199,199,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,PIPO,261,24.7,0,2016,NA,1,62.738,36.2712,11.06424,eldo,5k
eldo_5k_1_2_200,200,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,PIPO,354,36,0,2016,NA,1,91.44,42.367200000000004,5.577840000000001,eldo,5k
eldo_5k_1_2_701,701,eldorado,5000,eldo_5k_1_2,eldo_5k_1,1,2,PIPO,359,27,0,2016,NA,1,68.58,39.9288,6.3703199999999995,eldo,5k
eldo_5k_1_3_170,170,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,QUKE,3,21.3,1,NA,NA,NA,54.102000000000004,28.0416,10.088880000000001,eldo,5k
eldo_5k_1_3_171,171,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,12,11,1,NA,NA,NA,27.94,13.1064,10.30224,eldo,5k
eldo_5k_1_3_172,172,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,73,5.5,1,NA,NA,NA,13.97,6.096,8.260080000000002,eldo,5k
eldo_5k_1_3_173,173,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,103,3,1,NA,NA,NA,7.62,3.048,6.858,eldo,5k
eldo_5k_1_3_174,174,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,144,3.4,1,NA,NA,NA,8.636,4.2672,6.12648,eldo,5k
eldo_5k_1_3_175,175,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,151,33.1,0,2016,NA,1,84.074,47.5488,9.2964,eldo,5k
eldo_5k_1_3_176,176,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,161,39.5,0,2016,NA,1,100.33,46.9392,7.559040000000001,eldo,5k
eldo_5k_1_3_177,177,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,204,11,0,2016,NA,1,27.94,10.363199999999999,10.78992,eldo,5k
eldo_5k_1_3_178,178,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,226,35.5,0,2016,NA,1,90.17,43.8912,10.088880000000001,eldo,5k
eldo_5k_1_3_179,179,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,228,3,1,NA,NA,NA,7.62,4.2672,6.979919999999998,eldo,5k
eldo_5k_1_3_180,180,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,251,26,0,2016,NA,1,66.04,38.7096,7.4676,eldo,5k
eldo_5k_1_3_181,181,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,PIPO,252,34.8,0,2016,NA,1,88.392,48.1584,5.7912,eldo,5k
eldo_5k_1_3_182,182,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,262,5.8,1,NA,NA,NA,14.732,7.3152,7.559040000000001,eldo,5k
eldo_5k_1_3_183,183,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,267,3.8,1,NA,NA,NA,9.652,3.048,5.39496,eldo,5k
eldo_5k_1_3_184,184,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,271,4.9,1,NA,NA,NA,12.446000000000002,6.4008,6.03504,eldo,5k
eldo_5k_1_3_185,185,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,272,10.4,1,NA,NA,NA,26.416,10.0584,10.91184,eldo,5k
eldo_5k_1_3_186,186,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,275,3.4,1,NA,NA,NA,8.636,7.3152,7.955280000000001,eldo,5k
eldo_5k_1_3_187,187,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,279,6.8,1,NA,NA,NA,17.272,7.9248,10.363199999999999,eldo,5k
eldo_5k_1_3_188,188,eldorado,5000,eldo_5k_1_3,eldo_5k_1,1,3,CADE,280,9.2,1,NA,NA,NA,23.368,12.8016,8.382,eldo,5k
eldo_5k_1_4_147,147,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,CADE,3,20.6,1,NA,NA,NA,52.324000000000005,19.2024,5.334,eldo,5k
eldo_5k_1_4_148,148,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,QUKE,23,16.3,1,NA,NA,NA,41.402,17.0688,8.86968,eldo,5k
eldo_5k_1_4_149,149,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PILA,26,8.4,0,2014,NA,0,21.336000000000002,17.0688,10.45464,eldo,5k
eldo_5k_1_4_150,150,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,QUKE,30,13.6,1,NA,NA,NA,34.544,17.6784,7.52856,eldo,5k
eldo_5k_1_4_151,151,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,QUKE,31,14.2,1,NA,NA,NA,36.068,11.8872,0.9753600000000001,eldo,5k
eldo_5k_1_4_152,152,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PILA,36,4.3,1,NA,NA,NA,10.921999999999999,7.3152,9.966960000000002,eldo,5k
eldo_5k_1_4_153,153,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PILA,47,8.7,1,NA,NA,NA,22.098,8.2296,7.5895199999999985,eldo,5k
eldo_5k_1_4_154,154,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,QUKE,48,15,1,NA,NA,NA,38.1,20.726399999999998,1.4630399999999997,eldo,5k
eldo_5k_1_4_155,155,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,ABCO,50,7.5,1,NA,NA,NA,19.05,10.9728,10.75944,eldo,5k
eldo_5k_1_4_156,156,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,ABCO,102,2.6,1,NA,NA,NA,6.604,3.3528000000000002,6.3703199999999995,eldo,5k
eldo_5k_1_4_157,157,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,ABCO,118,3.8,1,NA,NA,NA,9.652,4.2672,9.50976,eldo,5k
eldo_5k_1_4_158,158,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,151,26.9,1,NA,NA,NA,68.326,45.415200000000006,9.20496,eldo,5k
eldo_5k_1_4_159,159,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,173,8.8,0,2015,NA,0,22.352000000000004,11.5824,10.33272,eldo,5k
eldo_5k_1_4_160,160,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,189,7.6,1,NA,NA,NA,19.304,14.9352,9.50976,eldo,5k
eldo_5k_1_4_161,161,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,214,4.7,0,2015,NA,1,11.938,5.7912,10.850880000000002,eldo,5k
eldo_5k_1_4_162,162,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,217,33.4,0,2016,NA,1,84.836,37.4904,10.424160000000002,eldo,5k
eldo_5k_1_4_163,163,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PILA,221,6,1,NA,NA,NA,15.24,8.8392,10.8204,eldo,5k
eldo_5k_1_4_164,164,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,CADE,225,5.4,1,NA,NA,NA,13.716000000000001,7.3152,9.84504,eldo,5k
eldo_5k_1_4_165,165,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,CADE,236,5,0,2014,NA,0,12.7,4.8768,11.033760000000003,eldo,5k
eldo_5k_1_4_166,166,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,270,37.5,0,2016,NA,1,95.25,41.148,6.3703199999999995,eldo,5k
eldo_5k_1_4_167,167,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,321,29.7,0,2016,NA,1,75.438,40.8432,6.43128,eldo,5k
eldo_5k_1_4_168,168,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,CADE,332,25.3,1,NA,NA,NA,64.262,21.336,4.78536,eldo,5k
eldo_5k_1_4_169,169,eldorado,5000,eldo_5k_1_4,eldo_5k_1,1,4,PIPO,358,40.2,0,2016,NA,0,102.108,45.72,5.30352,eldo,5k
eldo_5k_1_5_104,104,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,3,4.6,1,NA,NA,NA,11.684,6.4008,5.852159999999999,eldo,5k
eldo_5k_1_5_105,105,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,4,7.8,1,NA,NA,NA,19.812,14.6304,6.492240000000001,eldo,5k
eldo_5k_1_5_106,106,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,12,3.2,1,NA,NA,NA,8.128,3.3528000000000002,5.66928,eldo,5k
eldo_5k_1_5_107,107,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,14,9.8,1,NA,NA,NA,24.892000000000003,19.812,8.01624,eldo,5k
eldo_5k_1_5_108,108,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,15,5.8,1,NA,NA,NA,14.732,4.8768,6.461759999999999,eldo,5k
eldo_5k_1_5_109,109,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,26,3.9,1,NA,NA,NA,9.906,7.9248,6.27888,eldo,5k
eldo_5k_1_5_110,110,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,30,2.6,0,2016,NA,0,6.604,6.4008,8.717280000000002,eldo,5k
eldo_5k_1_5_111,111,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,31,3.5,0,2017,NA,0,8.89,3.6576,7.2237599999999995,eldo,5k
eldo_5k_1_5_112,112,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,32,15.8,0,2016,NA,1,40.132000000000005,21.336,9.144,eldo,5k
eldo_5k_1_5_113,113,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,39,4.4,0,2017,NA,0,11.176000000000002,7.3152,10.363199999999999,eldo,5k
eldo_5k_1_5_114,114,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,43,2.8,0,2017,NA,0,7.111999999999999,4.8768,10.78992,eldo,5k
eldo_5k_1_5_115,115,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,47,2.9,0,2014,NA,0,7.366,4.2672,5.516880000000001,eldo,5k
eldo_5k_1_5_116,116,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,50,3,0,2017,NA,0,7.62,5.1815999999999995,9.936480000000001,eldo,5k
eldo_5k_1_5_117,117,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,53,8.7,0,2016,NA,1,22.098,11.2776,6.827519999999998,eldo,5k
eldo_5k_1_5_118,118,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,55,5.7,0,2015,NA,0,14.478000000000002,6.7056000000000004,8.74776,eldo,5k
eldo_5k_1_5_119,119,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,61,3,1,NA,NA,NA,7.62,6.096,5.45592,eldo,5k
eldo_5k_1_5_120,120,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,63,7,0,2015,NA,0,17.78,9.144,8.382,eldo,5k
eldo_5k_1_5_121,121,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,65,3,1,NA,NA,NA,7.62,5.4864,6.004559999999999,eldo,5k
eldo_5k_1_5_122,122,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,67,12.2,0,2016,NA,1,30.988,10.9728,5.4864,eldo,5k
eldo_5k_1_5_123,123,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,67,7.4,0,2016,2018,1,18.796000000000003,10.668,6.492240000000001,eldo,5k
eldo_5k_1_5_124,124,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,82,7.4,0,2016,NA,1,18.796000000000003,11.2776,6.5532,eldo,5k
eldo_5k_1_5_125,125,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,86,8.1,0,2016,NA,1,20.573999999999998,17.3736,10.14984,eldo,5k
eldo_5k_1_5_126,126,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,106,8.2,0,2016,NA,1,20.828,10.668,7.101840000000001,eldo,5k
eldo_5k_1_5_127,127,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,108,6.2,0,2017,NA,1,15.748000000000001,7.0104,10.91184,eldo,5k
eldo_5k_1_5_128,128,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,110,3,0,2014,NA,0,7.62,4.2672,9.17448,eldo,5k
eldo_5k_1_5_129,129,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,115,2.7,0,2014,NA,0,6.8580000000000005,3.6576,9.84504,eldo,5k
eldo_5k_1_5_130,130,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,124,10.8,1,NA,NA,NA,27.432000000000002,10.9728,6.644640000000001,eldo,5k
eldo_5k_1_5_131,131,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,131,2.7,1,NA,NA,NA,6.8580000000000005,2.1336,3.6271200000000006,eldo,5k
eldo_5k_1_5_132,132,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,132,9.3,1,NA,NA,NA,23.622000000000003,11.5824,3.3528000000000002,eldo,5k
eldo_5k_1_5_133,133,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,134,12.3,1,NA,NA,NA,31.242,13.716,10.424160000000002,eldo,5k
eldo_5k_1_5_134,134,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,135,4.5,1,NA,NA,NA,11.43,4.8768,10.576560000000002,eldo,5k
eldo_5k_1_5_135,135,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,148,11,1,NA,NA,NA,27.94,9.144,6.156959999999999,eldo,5k
eldo_5k_1_5_136,136,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,167,5.9,1,NA,NA,NA,14.986,6.4008,2.16408,eldo,5k
eldo_5k_1_5_137,137,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,175,3.5,1,NA,NA,NA,8.89,3.048,4.053840000000001,eldo,5k
eldo_5k_1_5_139,139,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,179,3.5,1,NA,NA,NA,8.89,3.3528000000000002,10.2108,eldo,5k
eldo_5k_1_5_138,138,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,186,6,1,NA,NA,NA,15.24,4.572,3.26136,eldo,5k
eldo_5k_1_5_140,140,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,188,13.1,1,NA,NA,NA,33.274,13.716,2.7127200000000005,eldo,5k
eldo_5k_1_5_141,141,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,CADE,196,3.8,1,NA,NA,NA,9.652,3.6576,8.717280000000002,eldo,5k
eldo_5k_1_5_142,142,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,200,6.7,1,NA,NA,NA,17.018,8.2296,3.413759999999999,eldo,5k
eldo_5k_1_5_143,143,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,271,5,1,NA,NA,NA,12.7,9.4488,10.424160000000002,eldo,5k
eldo_5k_1_5_144,144,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,272,4.7,1,NA,NA,NA,11.938,9.4488,5.120640000000001,eldo,5k
eldo_5k_1_5_145,145,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,340,4,1,NA,NA,NA,10.16,7.3152,7.985759999999999,eldo,5k
eldo_5k_1_5_146,146,eldorado,5000,eldo_5k_1_5,eldo_5k_1,1,5,PIPO,353,4.4,1,NA,NA,NA,11.176000000000002,4.2672,8.107680000000002,eldo,5k
eldo_5k_2_1_3267,3267,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,41,9.7,1,NA,NA,NA,24.637999999999998,14.9352,9.906,eldo,5k
eldo_5k_2_1_3268,3268,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,43,7.5,1,NA,NA,NA,19.05,14.6304,11.33856,eldo,5k
eldo_5k_2_1_3269,3269,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,58,9.6,1,NA,NA,NA,24.384,15.8496,2.1031200000000005,eldo,5k
eldo_5k_2_1_3270,3270,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,59,27,1,NA,NA,NA,68.58,27.7368,7.0408800000000005,eldo,5k
eldo_5k_2_1_3271,3271,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PIPO,74,32.7,0,2016,NA,1,83.058,37.7952,10.424160000000002,eldo,5k
eldo_5k_2_1_3272,3272,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PILA,93,7.8,1,NA,NA,NA,19.812,12.8016,9.54024,eldo,5k
eldo_5k_2_1_3273,3273,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,98,4.2,0,2014,NA,0,10.668000000000001,5.1815999999999995,0.8229600000000002,eldo,5k
eldo_5k_2_1_3274,3274,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,98,2.6,1,NA,NA,NA,6.604,4.2672,6.4008,eldo,5k
eldo_5k_2_1_3275,3275,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,100,9.8,1,NA,NA,NA,24.892000000000003,11.2776,7.101840000000001,eldo,5k
eldo_5k_2_1_3276,3276,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,101,2.6,1,NA,NA,NA,6.604,4.2672,5.69976,eldo,5k
eldo_5k_2_1_3277,3277,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PIPO,111,6.2,1,NA,NA,NA,15.748000000000001,10.363199999999999,8.01624,eldo,5k
eldo_5k_2_1_3278,3278,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,111,3.8,0,2014,NA,0,9.652,4.572,2.98704,eldo,5k
eldo_5k_2_1_3279,3279,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,133,2.7,1,NA,NA,NA,6.8580000000000005,3.9624,9.23544,eldo,5k
eldo_5k_2_1_3280,3280,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,135,8.7,1,NA,NA,NA,22.098,11.5824,11.1252,eldo,5k
eldo_5k_2_1_3281,3281,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,137,7,0,2015,NA,0,17.78,10.668,8.32104,eldo,5k
eldo_5k_2_1_3282,3282,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,148,6,1,NA,NA,NA,15.24,9.4488,5.577840000000001,eldo,5k
eldo_5k_2_1_3283,3283,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,161,10.9,1,NA,NA,NA,27.686,16.764,9.479280000000001,eldo,5k
eldo_5k_2_1_3284,3284,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,164,3.6,1,NA,NA,NA,9.144,4.2672,7.0408800000000005,eldo,5k
eldo_5k_2_1_3285,3285,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,165,14.4,1,NA,NA,NA,36.576,23.1648,7.37616,eldo,5k
eldo_5k_2_1_3286,3286,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,166,4,0,2015,NA,0,10.16,4.8768,0.762,eldo,5k
eldo_5k_2_1_3287,3287,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,178,23.2,1,NA,NA,NA,58.928,23.4696,8.9916,eldo,5k
eldo_5k_2_1_3288,3288,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,186,5.9,1,NA,NA,NA,14.986,9.4488,6.4008,eldo,5k
eldo_5k_2_1_3289,3289,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,193,3.5,0,2015,NA,0,8.89,5.1815999999999995,7.071359999999999,eldo,5k
eldo_5k_2_1_3290,3290,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,201,8.9,1,NA,NA,NA,22.606,9.144,7.0104,eldo,5k
eldo_5k_2_1_3291,3291,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,211,3.7,1,NA,NA,NA,9.398000000000001,4.572,10.363199999999999,eldo,5k
eldo_5k_2_1_3292,3292,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,222,5.4,0,2015,NA,0,13.716000000000001,5.1815999999999995,1.7983200000000001,eldo,5k
eldo_5k_2_1_3293,3293,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,223,21.7,1,NA,NA,NA,55.118,30.48,9.38784,eldo,5k
eldo_5k_2_1_3294,3294,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PILA,224,14.2,1,NA,NA,NA,36.068,24.6888,7.711440000000001,eldo,5k
eldo_5k_2_1_3295,3295,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,237,5.5,1,NA,NA,NA,13.97,7.9248,7.52856,eldo,5k
eldo_5k_2_1_3296,3296,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,237,7,1,NA,NA,NA,17.78,8.5344,3.8709599999999993,eldo,5k
eldo_5k_2_1_3297,3297,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,264,7.7,1,NA,NA,NA,19.558,15.24,11.06424,eldo,5k
eldo_5k_2_1_3298,3298,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,290,7.4,1,NA,NA,NA,18.796000000000003,12.4968,2.9260799999999993,eldo,5k
eldo_5k_2_1_3299,3299,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PIPO,291,19.8,0,2016,NA,1,50.292,21.0312,1.7678399999999999,eldo,5k
eldo_5k_2_1_3300,3300,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,307,7.9,1,NA,NA,NA,20.066000000000003,13.411200000000001,10.30224,eldo,5k
eldo_5k_2_1_201,201,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,308,3.9,0,2015,NA,0,9.906,9.4488,3.3528000000000002,eldo,5k
eldo_5k_2_1_202,202,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,309,4.6,1,NA,NA,NA,11.684,8.8392,1.5544799999999999,eldo,5k
eldo_5k_2_1_203,203,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,309,9,1,NA,NA,NA,22.86,19.812,5.91312,eldo,5k
eldo_5k_2_1_204,204,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,318,3.5,0,2015,NA,0,8.89,5.7912,9.906,eldo,5k
eldo_5k_2_1_205,205,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PIPO,322,28.3,0,2016,NA,1,71.882,35.9664,4.815840000000001,eldo,5k
eldo_5k_2_1_206,206,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,CADE,322,31.1,1,NA,NA,NA,78.994,22.2504,8.47344,eldo,5k
eldo_5k_2_1_207,207,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,328,4.2,0,2015,NA,0,10.668000000000001,7.0104,7.437119999999998,eldo,5k
eldo_5k_2_1_208,208,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,PIPO,354,36.5,0,2016,NA,1,92.71000000000001,41.757600000000004,10.30224,eldo,5k
eldo_5k_2_1_209,209,eldorado,5000,eldo_5k_2_1,eldo_5k_2,2,1,ABCO,356,11.7,1,NA,NA,NA,29.718,20.1168,5.273040000000001,eldo,5k
eldo_5k_2_2_210,210,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,CADE,5,9.7,1,NA,NA,NA,24.637999999999998,10.9728,8.59536,eldo,5k
eldo_5k_2_2_211,211,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,CADE,11,9.7,1,NA,NA,NA,24.637999999999998,11.5824,9.05256,eldo,5k
eldo_5k_2_2_212,212,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,CADE,19,5,1,NA,NA,NA,12.7,3.048,2.22504,eldo,5k
eldo_5k_2_2_213,213,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,CADE,20,3.9,1,NA,NA,NA,9.906,4.572,10.8204,eldo,5k
eldo_5k_2_2_214,214,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,39,5.1,1,NA,NA,NA,12.953999999999999,6.7056000000000004,10.75944,eldo,5k
eldo_5k_2_2_215,215,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,42,2.5,1,NA,NA,NA,6.35,4.8768,10.5156,eldo,5k
eldo_5k_2_2_216,216,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,ABCO,56,3.9,0,2016,NA,0,9.906,6.096,9.69264,eldo,5k
eldo_5k_2_2_217,217,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,57,5.7,1,NA,NA,NA,14.478000000000002,7.62,9.23544,eldo,5k
eldo_5k_2_2_218,218,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,CADE,62,6.8,1,NA,NA,NA,17.272,6.4008,8.2296,eldo,5k
eldo_5k_2_2_219,219,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,63,3.6,1,NA,NA,NA,9.144,4.572,3.6576,eldo,5k
eldo_5k_2_2_220,220,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,66,5,0,2016,NA,1,12.7,5.1815999999999995,2.5298400000000005,eldo,5k
eldo_5k_2_2_221,221,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,CADE,67,7.8,1,NA,NA,NA,19.812,8.2296,2.7432,eldo,5k
eldo_5k_2_2_222,222,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,68,2.8,0,2016,NA,0,7.111999999999999,2.1336,8.260080000000002,eldo,5k
eldo_5k_2_2_223,223,eldorado,5000,eldo_5k_2_2,eldo_5k_2,2,2,PIPO,75,7,1,NA,NA,NA,17.78,7.9248,4.6634400000000005,eldo,5k
